img_url1,img_url2,prompt,num_questions,seed,question1,question2
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+bagel+and+a+square+toaster/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+bagel+and+a+square+toaster/1.png,a round bagel and a square toaster,2,1,a round bagel,a square toaster
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+bagel+and+a+rectangular+breakfast+sandwich/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+bagel+and+a+rectangular+breakfast+sandwich/2.png,a round bagel and a rectangular breakfast sandwich,2,2,a round bagel,a rectangular breakfast sandwich
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+diamond+brooch+and+a+teardrop+bracelet/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+diamond+brooch+and+a+teardrop+bracelet/1.png,a diamond brooch and a teardrop bracelet,2,1,a diamond brooch,a teardrop bracelet
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+teardrop+pendant+and+a+pentagonal+charm+bracelet/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+teardrop+pendant+and+a+pentagonal+charm+bracelet/1.png,a teardrop pendant and a pentagonal charm bracelet,2,1,a teardrop pendant,a pentagonal charm bracelet
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+rug+and+a+triangular+coffee+table/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+rug+and+a+triangular+coffee+table/3.png,a circular rug and a triangular coffee table,2,3,a circular rug,a triangular coffee table
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+sweet+potato+and+a+teardrop+peach/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+sweet+potato+and+a+teardrop+peach/3.png,an oblong sweet potato and a teardrop peach,2,3,an oblong sweet potato,a teardrop peach
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+big+truck+and+a+small+car/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+big+truck+and+a+small+car/1.png,a big truck and a small car,2,1,a big truck,a small car
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+key+and+a+big+door/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+key+and+a+big+door/2.png,a small key and a big door,2,2,a small key,a big door
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+yield+sign+and+a+pyramidal+book+stand./3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+yield+sign+and+a+pyramidal+book+stand./3.png,a pentagonal yield sign and a pyramidal book stand.,2,3,a pentagonal yield sign,a pyramidal book stand
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+rectangular+laptop+and+a+teardrop+laptop+bag/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+rectangular+laptop+and+a+teardrop+laptop+bag/2.png,a rectangular laptop and a teardrop laptop bag,2,2,a rectangular laptop,a teardrop laptop bag
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+diamond+ring+and+a+pyramidal+ring+box/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+diamond+ring+and+a+pyramidal+ring+box/1.png,a diamond ring and a pyramidal ring box,2,1,a diamond ring,a pyramidal ring box
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+block+and+a+cylindrical+soda+can/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+block+and+a+cylindrical+soda+can/1.png,a small block and a cylindrical soda can,2,1,a small block,a cylindrical soda can
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+peach/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+peach/1.png,an oblong carrot and a teardrop peach,2,1,an oblong carrot,a teardrop peach
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+conical+wizard+hat+and+a+spherical+crystal+wand/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+conical+wizard+hat+and+a+spherical+crystal+wand/3.png,a conical wizard hat and a spherical crystal wand,2,3,a conical wizard hat,a spherical crystal wand
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+tall+skyscraper+and+a+short+cottage/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+tall+skyscraper+and+a+short+cottage/2.png,a tall skyscraper and a short cottage,2,2,a tall skyscraper,a short cottage
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+spherical+snow+globe+and+an+oblong+frame/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+spherical+snow+globe+and+an+oblong+frame/3.png,a spherical snow globe and an oblong frame,2,3,a spherical snow globe,an oblong frame
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+grape/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+grape/2.png,an oblong carrot and a teardrop grape,2,2,an oblong carrot,a teardrop grape
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+tall+basketball+player+and+a+small+hat/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+tall+basketball+player+and+a+small+hat/1.png,a tall basketball player and a small hat,2,1,a tall basketball player,a small hat
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+peach+and+a+rectangular+bar+of+soap/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+peach+and+a+rectangular+bar+of+soap/2.png,a round peach and a rectangular bar of soap,3,2,a round peach,a rectangular bar,soap
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+big+gorilla+and+a+small+monkey/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+big+gorilla+and+a+small+monkey/2.png,a big gorilla and a small monkey,2,2,a big gorilla,a small monkey
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+mirror+and+a+triangular+corner+shelf/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+mirror+and+a+triangular+corner+shelf/2.png,a circular mirror and a triangular corner shelf,2,2,a circular mirror,a triangular corner shelf
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+bagel+and+a+rectangular+sandwich/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+bagel+and+a+rectangular+sandwich/2.png,a small bagel and a rectangular sandwich,2,2,a small bagel,a rectangular sandwich
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+platter+and+a+rectangular+tablecloth./3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+platter+and+a+rectangular+tablecloth./3.png,an oval platter and a rectangular tablecloth.,2,3,an oval platter,a rectangular tablecloth
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+die+and+a+cylindrical+flashlight/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+die+and+a+cylindrical+flashlight/1.png,a cubic die and a cylindrical flashlight,2,1,a cubic die,a cylindrical flashlight
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+triangular+slice+of+pie+and+a+rectangular+pie+dish/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+triangular+slice+of+pie+and+a+rectangular+pie+dish/2.png,a triangular slice of pie and a rectangular pie dish,3,2,a triangular slice,pie,a rectangular pie dish
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+spherical+globe+and+a+conical+pencil+sharpener/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+spherical+globe+and+a+conical+pencil+sharpener/1.png,a spherical globe and a conical pencil sharpener,2,1,a spherical globe,a conical pencil sharpener
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+mirror+and+a+triangular+corner+shelf/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+mirror+and+a+triangular+corner+shelf/1.png,a circular mirror and a triangular corner shelf,2,1,a circular mirror,a triangular corner shelf
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+pizza+and+a+round+pizza+cutter./3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+pizza+and+a+round+pizza+cutter./3.png,an oval pizza and a round pizza cutter.,2,3,an oval pizza,a round pizza cutter
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+bag+and+a+square+box/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+bag+and+a+square+box/2.png,a round bag and a square box,2,2,a round bag,a square box
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+picture+frame+and+a+square+painting/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+picture+frame+and+a+square+painting/3.png,an oval picture frame and a square painting,2,3,an oval picture frame,a square painting
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+spherical+basketball+and+a+conical+referee+hat/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+spherical+basketball+and+a+conical+referee+hat/3.png,a spherical basketball and a conical referee hat,2,3,a spherical basketball,a conical referee hat
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+box+of+chocolates+and+a+teardrop+chocolate+truffle/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+box+of+chocolates+and+a+teardrop+chocolate+truffle/3.png,a cubic box of chocolates and a teardrop chocolate truffle,3,3,a cubic box,chocolates,a teardrop chocolate truffle
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+platter+and+a+rectangular+tablecloth./2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+platter+and+a+rectangular+tablecloth./2.png,an oval platter and a rectangular tablecloth.,2,2,an oval platter,a rectangular tablecloth
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+bagel+and+a+square+toaster/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+bagel+and+a+square+toaster/3.png,a round bagel and a square toaster,2,3,a round bagel,a square toaster
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+keychain+and+a+big+set+of+keys/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+keychain+and+a+big+set+of+keys/3.png,a small keychain and a big set of keys,3,3,a small keychain,a big set,keys
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pyramidal+gift+box+and+a+cubic+gift+wrap/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pyramidal+gift+box+and+a+cubic+gift+wrap/3.png,a pyramidal gift box and a cubic gift wrap,2,3,a pyramidal gift box,a cubic gift wrap
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+basketball+and+a+cylindrical+water+bottle/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+basketball+and+a+cylindrical+water+bottle/2.png,a round basketball and a cylindrical water bottle,2,2,a round basketball,a cylindrical water bottle
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+diamond+pendant+and+a+round+bracelet/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+diamond+pendant+and+a+round+bracelet/3.png,a diamond pendant and a round bracelet,2,3,a diamond pendant,a round bracelet
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+potato+and+a+teardrop+mango/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+potato+and+a+teardrop+mango/1.png,an oblong potato and a teardrop mango,2,1,an oblong potato,a teardrop mango
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+mirror+and+a+triangular+corner+shelf/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+mirror+and+a+triangular+corner+shelf/3.png,a circular mirror and a triangular corner shelf,2,3,a circular mirror,a triangular corner shelf
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+eggplant+and+a+teardrop+fig./2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+eggplant+and+a+teardrop+fig./2.png,an oblong eggplant and a teardrop fig.,2,2,an oblong eggplant,a teardrop fig
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+tall+basketball+player+and+a+small+hat/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+tall+basketball+player+and+a+small+hat/2.png,a tall basketball player and a small hat,2,2,a tall basketball player,a small hat
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+conical+wizard+hat+and+a+spherical+crystal+wand/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+conical+wizard+hat+and+a+spherical+crystal+wand/1.png,a conical wizard hat and a spherical crystal wand,2,1,a conical wizard hat,a spherical crystal wand
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+stop+sign+and+a+pyramidal+paperweight/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+stop+sign+and+a+pyramidal+paperweight/3.png,a small stop sign and a pyramidal paperweight,2,3,a small stop sign,a pyramidal paperweight
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+pendant+light+and+a+triangular+wall+hook/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+pendant+light+and+a+triangular+wall+hook/1.png,a circular pendant light and a triangular wall hook,2,1,a circular pendant light,a triangular wall hook
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+dice+and+a+cylindrical+pencil+holder/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+dice+and+a+cylindrical+pencil+holder/2.png,a cubic dice and a cylindrical pencil holder,2,2,a cubic dice,a cylindrical pencil holder
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+tall+skyscraper+and+a+short+street+lamp/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+tall+skyscraper+and+a+short+street+lamp/1.png,a tall skyscraper and a short street lamp,2,1,a tall skyscraper,a short street lamp
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+rug+and+a+square+coffee+table/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+rug+and+a+square+coffee+table/2.png,an oval rug and a square coffee table,2,2,an oval rug,a square coffee table
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+plum/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+plum/1.png,an oblong carrot and a teardrop plum,2,1,an oblong carrot,a teardrop plum
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+key+and+a+big+door/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+key+and+a+big+door/3.png,a small key and a big door,2,3,a small key,a big door
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+yield+sign+and+a+pyramidal+salt+shaker/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+yield+sign+and+a+pyramidal+salt+shaker/1.png,a pentagonal yield sign and a pyramidal salt shaker,2,1,a pentagonal yield sign,a pyramidal salt shaker
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+teardrop+pendant+and+a+diamond+brooch+pin/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+teardrop+pendant+and+a+diamond+brooch+pin/2.png,a teardrop pendant and a diamond brooch pin,2,2,a teardrop pendant,a diamond brooch pin
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+pencil+sharpener+and+a+cylindrical+eraser/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+pencil+sharpener+and+a+cylindrical+eraser/1.png,a pentagonal pencil sharpener and a cylindrical eraser,2,1,a pentagonal pencil sharpener,a cylindrical eraser
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+squash+and+a+teardrop+plum/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+squash+and+a+teardrop+plum/2.png,an oblong squash and a teardrop plum,2,2,an oblong squash,a teardrop plum
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+stop+sign+and+a+spherical+traffic+light/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+stop+sign+and+a+spherical+traffic+light/3.png,a pentagonal stop sign and a spherical traffic light,2,3,a pentagonal stop sign,a spherical traffic light
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+rectangular+table+and+a+pentagonal+tablecloth/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+rectangular+table+and+a+pentagonal+tablecloth/2.png,a rectangular table and a pentagonal tablecloth,2,2,a rectangular table,a pentagonal tablecloth
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+zucchini+and+a+teardrop+plum/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+zucchini+and+a+teardrop+plum/2.png,an oblong zucchini and a teardrop plum,2,2,an oblong zucchini,a teardrop plum
